HOUSEHOLD INFO: Latitude	HOUSEHOLD INFO: Longitude
0.51996	-1.66679
0.519614	-1.66762
0.519657	-1.667609
0.519463	-1.664399
0.519463	-1.664399
0.519102	-1.668573
0.519102	-1.668573
0.521048	-1.66853
0.521048	-1.66853
0.519586	-1.667694
0.519586	-1.667694
0.529038	-1.666019
0.519491	-1.667745
0.519359	-1.667474
0.519508	-1.667925
0.519508	-1.667925
0.519981	-1.666556
0.516897	-1.668775
0.51931	-1.666584
0.517081	-1.66997
0.519984	-1.666988
0.520031	-1.664969
0.516613	-1.668102
0.516613	-1.668102
0.519791	-1.668149
0.523081	-1.66917
0.519329	-1.667364
0.5195	-1.669098
0.519378	-1.669094
0.516075	-1.66857
0.519186	-1.667058
0.519381	-1.666892
0.51995	-1.666874
0.51995	-1.666874
0.52043	-1.664699
0.519283	-1.668371
0.519281	-1.666609
0.520053	-1.665181
0.519157	-1.66917
0.520055	-1.665164
0.520033	-1.666715
0.522317	-1.662868
0.51928	-1.666564
0.519258	-1.666744
0.519258	-1.666744
0.519472	-1.668793
0.519789	-1.666447
0.519401	-1.66686
0.519401	-1.66686
0.519384	-1.667566
0.51928	-1.666587
0.51928	-1.666587
0.51926	-1.664383
0.519491	-1.670592
0.519266	-1.666587
0.519266	-1.666587
0.520518	-1.665728
0.51937	-1.667491
0.51937	-1.667491
0.517315	-1.667134
0.519261	-1.666398
0.519261	-1.666398
0.522085	-1.669237
0.522085	-1.669237
0.51658	-1.666802
0.522817	-1.660994
0.519163	-1.667314
0.519249	-1.667232
0.51921	-1.667266
0.51921	-1.667266
0.519201	-1.665823
0.520097	-1.666621
0.519169	-1.667631
0.516267	-1.662689
0.519721	-1.666619
0.51829	-1.670055
0.516766	-1.668673
0.516358	-1.669423
0.519214	-1.666161
0.519214	-1.666161
0.519212	-1.666599
0.518752	-1.66511
0.51921	-1.666583
0.519211	-1.666877
0.519211	-1.666877
0.516499	-1.668036
0.518833	-1.66513
0.519252	-1.670513
0.515159	-1.666532
0.51924	-1.669141
0.516957	-1.669141
0.519759	-1.670341
0.519759	-1.670341
0.51877	-1.665151
0.519207	-1.665438
0.524476	-1.661974
0.524476	-1.661974
0.51931	-1.670492
0.519245	-1.670624
0.519749	-1.666878
0.519749	-1.666878
0.519285	-1.666946
0.519285	-1.666946
0.519285	-1.666946
0.519405	-1.667
0.519918	-1.66699
0.519644	-1.664666
0.519184	-1.666607
0.519184	-1.666607
0.519154	-1.668202
0.519154	-1.668202
0.519287	-1.66924
0.518752	-1.665176
0.519169	-1.666607
0.519397	-1.667411
0.519397	-1.667411
0.519397	-1.667411
0.519759	-1.66649
0.521594	-1.670606
0.519577	-1.666354
0.519577	-1.666354
0.518859	-1.665205
0.520233	-1.668104
0.519595	-1.667275
0.519138	-1.667609
0.519582	-1.666319
0.519582	-1.666319
0.519275	-1.665236
0.518716	-1.665187
0.518716	-1.665187
0.51917	-1.669089
0.519282	-1.667146
0.519282	-1.667146
0.519199	-1.665242
0.518732	-1.665202
0.5191	-1.668506
0.523988	-1.663446
0.519256	-1.665257
0.51923	-1.665255
0.518508	-1.665213
0.518508	-1.665213
0.519549	-1.666277
0.519347	-1.665251
0.519418	-1.667529
0.525004	-1.666093
0.519874	-1.666785
0.519296	-1.665275
0.518833	-1.665234
0.51914	-1.666566
0.51914	-1.666566
0.519314	-1.665285
0.519335	-1.665261
0.519335	-1.665261
0.518489	-1.665228
0.518752	-1.66525
0.518752	-1.66525
0.519052	-1.668888
0.519052	-1.668888
0.519533	-1.666233
0.519533	-1.666233
0.520057	-1.671336
0.520233	-1.664933
0.518411	-1.665236
0.519567	-1.666354
0.519179	-1.665302
0.519179	-1.665302
0.518721	-1.665258
0.518721	-1.665258
0.519125	-1.666606
0.519125	-1.666606
0.519125	-1.666606
0.519137	-1.665515
0.519182	-1.665007
0.517588	-1.669138
0.517588	-1.669138
0.518371	-1.665246
0.518371	-1.665246
0.519382	-1.668163
0.519078	-1.667274
0.519232	-1.666923
0.519213	-1.665859
0.51842	-1.665305
0.519092	-1.666588
0.519147	-1.665327
0.519162	-1.66534
0.519162	-1.66534
0.519251	-1.665327
0.519116	-1.664793
0.519221	-1.665862
0.519221	-1.665862
0.519162	-1.665344
0.519105	-1.666606
0.519105	-1.666606
0.519246	-1.665349
0.519246	-1.665349
0.519122	-1.66536
0.519216	-1.665346
0.519243	-1.666932
0.519243	-1.666932
0.519243	-1.666932
0.515697	-1.668124
0.515697	-1.668124
0.519154	-1.667038
0.519418	-1.666841
0.519418	-1.666841
0.518602	-1.665368
0.519154	-1.665359
0.518963	-1.668284
0.518963	-1.668284
0.518963	-1.668284
0.518963	-1.668284
0.518554	-1.665377
0.518526	-1.665381
0.518491	-1.665383
0.519281	-1.672959
0.518573	-1.665391
0.519549	-1.666353
0.518404	-1.672756
0.518404	-1.672756
0.519563	-1.667345
0.518616	-1.665402
0.518616	-1.665402
0.519811	-1.664595
0.515301	-1.664684
0.518723	-1.665414
0.518723	-1.665414
0.518738	-1.665418
0.518738	-1.665418
0.518931	-1.668257
0.51854	-1.665418
0.518734	-1.665422
0.525134	-1.664354
0.515491	-1.664659
0.515491	-1.664659
0.518763	-1.665442
0.520522	-1.667641
0.518675	-1.665452
0.518675	-1.665452
0.518675	-1.665452
0.51954	-1.666353
0.518649	-1.66546
0.519856	-1.672447
0.519856	-1.672447
0.519256	-1.666922
0.519455	-1.667731
0.519455	-1.667731
0.519455	-1.667731
0.519062	-1.665966
0.52055	-1.667719
0.518886	-1.668326
0.520556	-1.667611
0.52056	-1.667765
0.518946	-1.66697
0.518946	-1.66697
0.519041	-1.665831
0.519463	-1.664399
0.519463	-1.664399
0.519463	-1.664399
0.519046	-1.665557
0.519046	-1.665557
0.519037	-1.665769
0.519326	-1.665421
0.519549	-1.667427
0.519631	-1.666251
0.519992	-1.667016
0.519212	-1.665412
0.519212	-1.665412
0.518923	-1.667731
0.518649	-1.66548
0.51912	-1.66538
0.519597	-1.666568
0.519597	-1.666568
0.519156	-1.66542
0.519156	-1.66542
0.519505	-1.666828
0.519505	-1.666828
0.519507	-1.667673
0.519507	-1.667673
0.519405	-1.667375
0.519634	-1.666117
0.519606	-1.666604
0.519121	-1.66543
0.519121	-1.66543
0.519517	-1.666861
0.519568	-1.667349
0.51963	-1.666151
0.51963	-1.666151
0.519518	-1.665516
0.519518	-1.665516
0.519629	-1.666545
0.519629	-1.666545
0.519163	-1.665421
0.519163	-1.665421
0.519163	-1.665421
0.518749	-1.66551
0.51852	-1.665508
0.519003	-1.665988
0.519003	-1.665988
0.519125	-1.665444
0.518757	-1.665514
0.519511	-1.666531
0.519621	-1.666581
0.519621	-1.666581
0.51914	-1.665449
0.51914	-1.665449
0.51914	-1.665449
0.515671	-1.671904
0.518654	-1.665544
0.518654	-1.665544
0.519147	-1.665463
0.51914	-1.665466
0.519139	-1.665477
0.519139	-1.665477
0.519192	-1.66548
0.519493	-1.666732
0.519493	-1.666732
0.519493	-1.666732
0.519145	-1.665488
0.519062	-1.66728
0.518768	-1.665553
0.518768	-1.665553
0.518088	-1.665559
0.519214	-1.665533
0.517052	-1.668266
0.518755	-1.668125
0.519241	-1.665569
0.519231	-1.665575
0.519233	-1.665581
0.519244	-1.665576
0.519804	-1.666453
0.514818	-1.667328
0.519509	-1.666682
0.519509	-1.666682
0.518723	-1.665584
0.518947	-1.665948
0.518947	-1.665948
0.519109	-1.665608
0.51952	-1.666683
0.51952	-1.666683
0.519281	-1.665619
0.519281	-1.665619
0.519137	-1.665619
0.519137	-1.665619
0.519649	-1.666492
0.519915	-1.665719
0.519417	-1.667011
0.519417	-1.667011
0.51875	-1.6656
0.518375	-1.66558
0.519392	-1.667058
0.519392	-1.667058
0.519392	-1.667051
0.519392	-1.667051
0.519291	-1.66566
0.51928	-1.665657
0.518688	-1.66561
0.519141	-1.665631
0.519259	-1.665645
0.519259	-1.665645
0.518346	-1.665607
0.515733	-1.664391
0.519119	-1.665643
0.519166	-1.665649
0.519166	-1.665653
0.519103	-1.665653
0.519103	-1.665653
0.519206	-1.665664
0.519102	-1.665661
0.519117	-1.665664
0.518713	-1.66563
0.518713	-1.66563
0.519132	-1.665712
0.518713	-1.66565
0.518713	-1.66565
0.519234	-1.665714
0.519234	-1.665714
0.518417	-1.665664
0.518805	-1.665658
0.51857	-1.665659
0.518653	-1.665664
0.518653	-1.665664
0.518653	-1.665664
0.519169	-1.665731
0.519169	-1.665731
0.518298	-1.665677
0.518417	-1.665682
0.51854	-1.665678
0.518683	-1.665686
0.518796	-1.665696
0.519624	-1.666428
0.518665	-1.665714
0.51921	-1.665739
0.518536	-1.66572
0.519202	-1.665752
0.519202	-1.665752
0.519202	-1.665752
0.51924	-1.66576
0.519204	-1.665769
0.516058	-1.669035
0.517297	-1.66568
0.517297	-1.66568
0.514934	-1.667155
0.518771	-1.666917
0.519232	-1.666944
0.519232	-1.666944
0.518858	-1.665015
0.519492	-1.667008
0.519492	-1.667008
0.518626	-1.665766
0.518626	-1.665766
0.518682	-1.665767
0.518954	-1.665776
0.518288	-1.665753
0.519138	-1.665831
0.518908	-1.665782
0.518908	-1.665782
0.518645	-1.665778
0.518645	-1.665778
0.51897	-1.665856
0.51897	-1.665856
0.519518	-1.665073
0.519518	-1.665073
0.518645	-1.665782
0.518645	-1.665782
0.518645	-1.665782
0.518645	-1.665782
0.51916	-1.665854
0.51916	-1.665854
0.51916	-1.665854
0.519354	-1.667635
0.518535	-1.665788
0.519151	-1.665862
0.51959	-1.666422
0.51959	-1.666422
0.518301	-1.665784
0.519502	-1.666551
0.519502	-1.666551
0.51959	-1.666425
0.51959	-1.666425
0.51959	-1.666425
0.519497	-1.66654
0.519539	-1.666845
0.519539	-1.666845
0.519539	-1.666845
0.518681	-1.665798
0.51852	-1.665794
0.51852	-1.665794
0.519485	-1.667334
0.519485	-1.667334
0.519485	-1.667334
0.518959	-1.665809
0.518959	-1.665809
0.51866	-1.665815
0.516422	-1.670196
0.516422	-1.670196
0.515876	-1.66798
0.518613	-1.665813
0.519651	-1.666581
0.518638	-1.665819
0.519515	-1.666732
0.519515	-1.666732
0.519515	-1.666732
0.518638	-1.665826
0.518666	-1.665826
0.5185	-1.665826
0.518633	-1.665828
0.519508	-1.666473
0.519508	-1.666473
0.519508	-1.666473
0.519447	-1.668431
0.519552	-1.667779
0.519205	-1.667023
0.519205	-1.667023
0.519205	-1.667023
0.518758	-1.665825
0.518758	-1.665825
0.518652	-1.665842
0.519695	-1.666203
0.519695	-1.666203
0.519568	-1.667814
0.5185	-1.665851
0.5185	-1.665851
0.518943	-1.665855
0.518943	-1.665855
0.518725	-1.665841
0.519534	-1.666723
0.519555	-1.666697
0.519555	-1.666697
0.519555	-1.666697
0.518665	-1.665858
0.518665	-1.665858
0.518712	-1.665856
0.519531	-1.666743
0.519543	-1.666709
0.519565	-1.666441
0.519491	-1.66703
0.518393	-1.665889
0.515243	-1.66471
0.518012	-1.665922
0.518012	-1.665922
0.519549	-1.666708
0.519556	-1.666709
0.519556	-1.666709
0.516784	-1.66582
0.516573	-1.668076
0.518327	-1.665929
0.518327	-1.665929
0.518327	-1.665929
0.519483	-1.667169
0.519483	-1.667169
0.518541	-1.665954
0.518541	-1.665954
0.518541	-1.665954
0.518254	-1.665959
0.518254	-1.665963
0.518509	-1.665956
0.519063	-1.66596
0.519032	-1.665968
0.519032	-1.665968
0.519037	-1.665972
0.518078	-1.666005
0.518247	-1.666013
0.518409	-1.666015
0.518364	-1.666021
0.518923	-1.665962
0.518923	-1.665962
0.518923	-1.665962
0.518263	-1.666038
0.518263	-1.666038
0.518276	-1.666043
0.518276	-1.666043
0.518276	-1.666043
0.518254	-1.666049
0.518254	-1.666049
0.518978	-1.666009
0.518978	-1.666009
0.518921	-1.666003
0.518913	-1.666006
0.518913	-1.666006
0.5185	-1.666069
0.518263	-1.666091
0.520803	-1.670262
0.518963	-1.666025
0.518963	-1.666025
0.518429	-1.666116
0.516961	-1.669145
0.519045	-1.666033
0.519415	-1.666088
0.519415	-1.666088
0.518874	-1.671869
0.515971	-1.668814
0.519554	-1.666898
0.519554	-1.666898
0.518268	-1.666148
0.518268	-1.666148
0.51849	-1.66618
0.518247	-1.66616
0.518639	-1.666179
0.518229	-1.666182
0.515117	-1.666485
0.515117	-1.666485
0.518262	-1.666191
0.516017	-1.668615
0.519226	-1.667046
0.519226	-1.667046
0.51933	-1.666152
0.51933	-1.666152
0.519517	-1.666164
0.518542	-1.665916
0.519536	-1.666743
0.519536	-1.666743
0.51581	-1.668783
0.519499	-1.666288
0.519662	-1.6665
0.519662	-1.6665
0.519662	-1.6665
0.516066	-1.668124
0.518546	-1.665916
0.519475	-1.666544
0.519475	-1.666544
0.519349	-1.666174
0.519275	-1.666174
0.519275	-1.666174
0.51967	-1.666521
0.518376	-1.66611
0.518376	-1.66611
0.519585	-1.666716
0.519284	-1.666207
0.519284	-1.666207
0.519284	-1.666207
0.519544	-1.666733
0.519795	-1.67085
0.519321	-1.666181
0.519321	-1.666181
0.518266	-1.666266
0.518266	-1.666266
0.518266	-1.666266
0.518266	-1.666266
0.518103	-1.66625
0.519381	-1.666202
0.519381	-1.666202
0.51953	-1.666203
0.518185	-1.664027
0.519307	-1.666207
0.519307	-1.666207
0.519499	-1.666211
0.519511	-1.666218
0.516681	-1.66935
0.516681	-1.66935
0.516681	-1.66935
0.519269	-1.666191
0.519534	-1.667041
0.519171	-1.666212
0.519571	-1.667375
0.51834	-1.666277
0.518511	-1.666276
0.519507	-1.66623
0.519507	-1.66623
0.519327	-1.666227
0.519327	-1.666227
0.519327	-1.666227
0.518265	-1.666316
0.519507	-1.666236
0.519507	-1.666236
0.519507	-1.666236
0.519539	-1.665061
0.520905	-1.668435
0.519526	-1.666252
0.519526	-1.666252
0.519526	-1.666252
0.519546	-1.666254
0.519546	-1.666254
0.517007	-1.666089
0.519698	-1.666524
0.519698	-1.666524
0.519508	-1.666256
0.519508	-1.666256
0.519508	-1.666256
0.519508	-1.666256
0.519564	-1.666735
0.519564	-1.666735
0.518373	-1.666215
0.518373	-1.666215
0.518373	-1.666215
0.519709	-1.666261
0.519709	-1.666261
0.519508	-1.666262
0.519508	-1.666262
0.518313	-1.666305
0.519543	-1.666262
0.519543	-1.666262
0.519498	-1.666267
0.519498	-1.666267
0.518305	-1.666313
0.518305	-1.666313
0.518305	-1.666313
0.519533	-1.666268
0.519526	-1.666273
0.519526	-1.666273
0.519526	-1.666273
0.518362	-1.666324
0.519533	-1.666279
0.519533	-1.666279
0.518968	-1.666251
0.519404	-1.666247
0.519335	-1.666274
0.519335	-1.666274
0.519393	-1.666252
0.519393	-1.666252
0.519393	-1.666252
0.518927	-1.666272
0.519376	-1.666253
0.519376	-1.666253
0.519376	-1.666253
0.519294	-1.666253
0.519384	-1.666266
0.519384	-1.666266
0.518357	-1.666186
0.519306	-1.666275
0.519418	-1.666287
0.519418	-1.666287
0.519418	-1.666287
0.519418	-1.666287
0.519146	-1.666255
0.518377	-1.666348
0.518377	-1.666348
0.518377	-1.666348
0.518313	-1.666361
0.519371	-1.666274
0.519371	-1.666274
0.519455	-1.666314
0.519455	-1.666314
0.519446	-1.666312
0.519446	-1.666312
0.515881	-1.669149
0.519455	-1.666323
0.519455	-1.666323
0.519455	-1.666323
0.51925	-1.666262
0.520998	-1.670742
0.51943	-1.666329
0.51943	-1.666329
0.519389	-1.666301
0.519389	-1.666301
0.519349	-1.666285
0.519349	-1.666285
0.519403	-1.666322
0.519458	-1.666338
0.519261	-1.666292
0.519261	-1.666292
0.518974	-1.666356
0.519471	-1.666394
0.519471	-1.666394
0.519421	-1.666331
0.519421	-1.666331
0.519438	-1.666342
0.519438	-1.666342
0.519438	-1.666342
0.518876	-1.666347
0.518876	-1.666347
0.51947	-1.666356
0.518875	-1.666351
0.519347	-1.666313
0.519347	-1.666313
0.519347	-1.666313
0.518331	-1.666397
0.518331	-1.666397
0.519409	-1.666328
0.519409	-1.666328
0.5193	-1.666303
0.5193	-1.666303
0.519452	-1.666472
0.519452	-1.666472
0.519431	-1.666354
0.519431	-1.666354
0.519191	-1.666289
0.519191	-1.666289
0.520989	-1.668675
0.516431	-1.669952
0.519366	-1.666352
0.519366	-1.666352
0.519049	-1.666345
0.519395	-1.666358
0.519395	-1.666358
0.519395	-1.666358
0.519395	-1.666358
0.519506	-1.665374
0.519565	-1.666375
0.519565	-1.666375
0.519565	-1.666375
0.519262	-1.666353
0.519262	-1.666353
0.519213	-1.666358
0.519213	-1.666358
0.519283	-1.666355
0.519107	-1.666358
0.519107	-1.666358
0.519161	-1.666366
0.519113	-1.666372
0.519303	-1.666365
0.519303	-1.666365
0.519419	-1.666391
0.519257	-1.666776
0.519257	-1.666776
0.519445	-1.666472
0.519445	-1.666472
0.51917	-1.666375
0.519067	-1.666375
0.519067	-1.666375
0.519188	-1.666374
0.519188	-1.666374
0.519061	-1.666378
0.519061	-1.666378
0.519061	-1.666378
0.519311	-1.666371
0.519311	-1.666371
0.519311	-1.666371
0.519361	-1.666383
0.519361	-1.666383
0.519322	-1.666376
0.519322	-1.666376
0.519508	-1.666402
0.51961	-1.666416
0.51961	-1.666416
0.519598	-1.666413
0.524531	-1.660804
0.519597	-1.666423
0.519597	-1.666423
0.519558	-1.666433
0.519558	-1.666433
0.519558	-1.666433
0.519532	-1.666432
0.519304	-1.666425
0.519304	-1.666425
0.519411	-1.666483
0.519463	-1.666453
0.519463	-1.666453
0.519549	-1.666443
0.515546	-1.668086
0.519532	-1.666443
0.519729	-1.666062
0.519542	-1.666474
0.519542	-1.666474
0.519542	-1.666474
0.519226	-1.666475
0.519226	-1.666475
0.519507	-1.666484
0.519507	-1.666484
0.519524	-1.666483
0.519524	-1.666483
0.519498	-1.666491
0.519498	-1.666491
0.519297	-1.666562
0.519541	-1.666506
0.519474	-1.666496
0.519474	-1.666496
0.519474	-1.666496
0.519481	-1.666497
0.519457	-1.666504
0.519457	-1.666504
0.519457	-1.666504
0.519492	-1.666511
0.519417	-1.666498
0.519417	-1.666498
0.519417	-1.666498
0.519416	-1.666515
0.519416	-1.666515
0.519483	-1.666916
0.519572	-1.666908
0.519457	-1.666516
0.519457	-1.666516
0.521089	-1.668416
0.521089	-1.668416
0.519491	-1.666524
0.519491	-1.666524
0.519405	-1.666525
0.51949	-1.66653
0.519472	-1.666526
0.519472	-1.666526
0.519472	-1.666526
0.519444	-1.666533
0.519444	-1.666533
0.519444	-1.666533
0.519469	-1.666536
0.519651	-1.667773
0.519651	-1.667773
0.519592	-1.666751
0.519592	-1.666751
0.519452	-1.666542
0.5194	-1.666541
0.519468	-1.66654
0.519914	-1.666054
0.519437	-1.666544
0.519389	-1.666553
0.519389	-1.666553
0.519389	-1.666553
0.51958	-1.665464
0.519406	-1.666576
0.519406	-1.666576
0.519387	-1.666574
0.519387	-1.666574
0.519403	-1.666589
0.519602	-1.666723
0.519607	-1.666762
0.519607	-1.666762
0.519605	-1.666751
0.519409	-1.666608
0.519409	-1.666608
0.519409	-1.666608
0.519318	-1.667593
0.519318	-1.667593
0.519608	-1.666723
0.519608	-1.666723
0.52121	-1.669102
0.519089	-1.666608
0.519392	-1.666631
0.519392	-1.666631
0.519676	-1.666943
0.51919	-1.666616
0.51919	-1.666616
0.519245	-1.666616
0.519245	-1.666616
0.519276	-1.666617
0.519376	-1.666626
0.519254	-1.666621
0.519334	-1.666623
0.519334	-1.666623
0.519303	-1.666622
0.519136	-1.66662
0.519277	-1.666621
0.519277	-1.666621
0.519303	-1.666626
0.519303	-1.666626
0.519261	-1.666626
0.519261	-1.666626
0.519109	-1.666623
0.519109	-1.666623
0.519333	-1.666631
0.519333	-1.666631
0.519302	-1.666631
0.519302	-1.666631
0.519068	-1.666627
0.519293	-1.66663
0.519316	-1.666635
0.519316	-1.666635
0.519316	-1.666635
0.519256	-1.666634
0.519256	-1.666634
0.519287	-1.666635
0.519278	-1.666634
0.519278	-1.666634
0.519278	-1.666634
0.519331	-1.666639
0.519331	-1.666639
0.519327	-1.66664
0.519327	-1.66664
0.517961	-1.666784
0.519337	-1.666638
0.519337	-1.666638
0.519337	-1.666638
0.519337	-1.666638
0.519352	-1.666642
0.519352	-1.666642
0.519278	-1.666642
0.519278	-1.666642
0.519278	-1.666642
0.519278	-1.666642
0.519627	-1.66679
0.519627	-1.66679
0.519627	-1.66679
0.519272	-1.666649
0.519272	-1.666649
0.519272	-1.666649
0.519287	-1.666648
0.519287	-1.666648
0.519083	-1.666649
0.519083	-1.666649
0.519083	-1.666649
0.519278	-1.666651
0.519278	-1.666651
0.519278	-1.666651
0.519129	-1.666643
0.519129	-1.666643
0.519084	-1.666653
0.519084	-1.666653
0.519263	-1.666655
0.519263	-1.666655
0.519732	-1.666355
0.519732	-1.666355
0.519732	-1.666355
0.519111	-1.666661
0.519111	-1.666661
0.519138	-1.666665
0.519138	-1.666665
0.519138	-1.666665
0.519335	-1.666667
0.519318	-1.666672
0.519111	-1.666669
0.519111	-1.666669
0.519138	-1.666669
0.519224	-1.666676
0.519157	-1.666674
0.519339	-1.666682
0.519339	-1.666682
0.519215	-1.666676
0.519215	-1.666676
0.519323	-1.666683
0.519323	-1.666683
0.519256	-1.666678
0.519083	-1.666676
0.519083	-1.666676
0.519123	-1.666677
0.519123	-1.666677
0.519069	-1.666684
0.519069	-1.666684
0.519157	-1.666678
0.519215	-1.66668
0.519215	-1.66668
0.519215	-1.66668
0.519315	-1.66669
0.519344	-1.666699
0.519315	-1.666694
0.519315	-1.666694
0.519285	-1.666686
0.519208	-1.666689
0.519208	-1.666689
0.519208	-1.666689
0.519033	-1.66669
0.519114	-1.666686
0.519108	-1.66669
0.519108	-1.66669
0.519136	-1.66669
0.519136	-1.66669
0.519298	-1.666708
0.519318	-1.666708
0.519318	-1.666708
0.519255	-1.666695
0.5191	-1.666694
0.5191	-1.666694
0.5191	-1.666694
0.519222	-1.666702
0.519222	-1.666702
0.519222	-1.666702
0.519141	-1.666698
0.519141	-1.666698
0.519275	-1.666699
0.519192	-1.666706
0.519192	-1.666706
0.519192	-1.666706
0.519192	-1.666706
0.51926	-1.666702
0.51926	-1.666702
0.51926	-1.666702
0.51926	-1.666702
0.519628	-1.666701
0.519174	-1.666732
0.518605	-1.665443
0.518605	-1.665443
0.518602	-1.665552
0.518597	-1.665571
0.519669	-1.667944
0.518589	-1.665552
0.519217	-1.666731
0.52132	-1.669693
0.519644	-1.666757
0.518557	-1.665531
0.519607	-1.668292
0.519607	-1.668292
0.519665	-1.666853
0.519665	-1.666853
0.519453	-1.666423
0.519616	-1.665518
0.518537	-1.665699
0.519788	-1.666498
0.518498	-1.6657
0.518502	-1.66555
0.518523	-1.666395
0.518492	-1.665864
0.519615	-1.667205
0.519615	-1.667205
0.519308	-1.667126
0.519308	-1.667126
0.519308	-1.667126
0.516003	-1.668603
0.516003	-1.668603
0.519645	-1.666305
0.519645	-1.666305
0.519375	-1.665687
