HOUSEHOLD INFO: Latitude	HOUSEHOLD INFO: Longitude
0.519483	-1.666802
0.518586	-1.665901
0.519676	-1.666848
0.519671	-1.666627
0.51975	-1.666354
0.51975	-1.666354
0.51975	-1.666354
0.519665	-1.666781
0.519665	-1.666781
0.519645	-1.667328
0.519656	-1.666671
0.519747	-1.6661
0.52011	-1.666308
0.520254	-1.664882
0.519674	-1.666763
0.519674	-1.666763
0.519683	-1.666638
0.519683	-1.666638
0.519872	-1.664853
0.519426	-1.666384
0.519426	-1.666384
0.519463	-1.664399
0.519463	-1.664399
0.519833	-1.664954
0.52158	-1.670535
0.519674	-1.667274
0.519674	-1.667274
0.51966	-1.667389
0.518514	-1.671838
0.524033	-1.660879
0.519336	-1.667447
0.519709	-1.667038
0.519709	-1.667038
0.519218	-1.666818
0.519159	-1.666834
0.519463	-1.664399
0.519463	-1.664399
0.519957	-1.666461
0.519346	-1.666889
0.520004	-1.666448
0.519206	-1.666862
0.518962	-1.666904
0.519059	-1.666882
0.519059	-1.666882
0.519059	-1.666882
0.519059	-1.666882
0.519148	-1.666889
0.519897	-1.666504
0.521618	-1.66748
0.519126	-1.666898
0.518911	-1.66693
0.518911	-1.66693
0.5199	-1.666534
0.519158	-1.666908
0.519158	-1.666908
0.519126	-1.666911
0.520129	-1.666547
0.519178	-1.666898
0.519178	-1.666898
0.516924	-1.668364
0.519619	-1.667089
0.519482	-1.666202
0.519482	-1.666202
0.519482	-1.666202
0.519482	-1.666202
0.519491	-1.666802
0.519463	-1.664399
0.519774	-1.666435
0.519774	-1.666435
0.519918	-1.667015
0.519918	-1.667015
0.519918	-1.667015
0.519609	-1.666233
0.518839	-1.666954
0.518839	-1.666954
0.518839	-1.666954
0.519398	-1.666229
0.519398	-1.666229
0.519655	-1.667024
0.520367	-1.665265
0.520367	-1.665265
0.51894	-1.666953
0.519154	-1.666935
0.519154	-1.666935
0.519723	-1.667011
0.519721	-1.667028
0.519413	-1.666705
0.519384	-1.666708
0.519384	-1.666708
0.518598	-1.666201
0.518598	-1.666201
0.519733	-1.666771
0.519733	-1.666771
0.519728	-1.666671
0.519384	-1.666698
0.519384	-1.666698
0.519702	-1.666774
0.519737	-1.666761
0.519405	-1.666687
0.519754	-1.666815
0.519754	-1.666815
0.519398	-1.66669
0.519868	-1.664909
0.519742	-1.66667
0.52074	-1.664474
0.519919	-1.666724
0.519655	-1.669142
0.519965	-1.666775
0.519965	-1.666775
0.519965	-1.666775
0.519789	-1.66667
0.519388	-1.666241
0.519388	-1.666241
0.519616	-1.666054
0.519616	-1.666054
0.519774	-1.666699
0.519774	-1.666699
0.519599	-1.666099
0.519599	-1.666099
0.51995	-1.666884
0.518023	-1.666407
0.519393	-1.666152
0.519778	-1.6669
0.518024	-1.66699
0.521789	-1.665329
0.521789	-1.665329
0.51972	-1.66619
0.51972	-1.66619
0.51972	-1.66619
0.51972	-1.66619
0.519368	-1.666705
0.519368	-1.666705
0.519368	-1.666705
0.519374	-1.666682
0.519367	-1.666688
0.519367	-1.666688
0.519781	-1.666761
0.51937	-1.666679
0.51937	-1.666679
0.517991	-1.667951
0.521845	-1.669966
0.51937	-1.664432
0.519892	-1.667092
0.519043	-1.667246
0.519203	-1.667329
0.520487	-1.667114
0.519387	-1.666646
0.519387	-1.666646
0.519804	-1.666856
0.519804	-1.666856
0.519782	-1.666217
0.519782	-1.666217
0.51937	-1.666401
0.519374	-1.666652
0.51971	-1.666243
0.519761	-1.666246
0.517983	-1.666117
0.519146	-1.667388
0.517983	-1.666003
0.518905	-1.667415
0.518905	-1.667415
0.516007	-1.664599
0.516007	-1.664599
0.516942	-1.667448
0.519463	-1.664399
0.519463	-1.664399
0.517369	-1.667203
0.517369	-1.667203
